Grades,Gender,Subject,Class,Exam term,Student_id,First name,Last name,Email,Age,Attendance,Midterm exam,Final term exam,Total score,Family income
B+,Male,Math,10-C,Midterm,1461,Jacqueline,Brown,kevincooper@rivera.com,14,94%,24,34,58,"₹60,000"
A-,Female,Geography,10-C,Midterm,1462,Daniel,Whitaker,emilykirk@gmail.com,13,84%,50,23,73,"₹80,000"
B,Male,Science,10-A,Final,1463,James,Bates,ohurst@hotmail.com,17,82%,26,40,66,"₹20,000"
C,Male,Science,10-A,Final,1464,Dana,Nguyen,stevenprice@hansen.com,13,94%,45,35,80,"₹20,000"
A,Female,English,10-B,Midterm,1465,Katelyn,Blanchard,robert85@horne.com,14,93%,23,46,69,"₹70,000"
B+,Female,Math,10-B,Final,1466,Stephanie,Coffey,turnersandra@good.com,15,80%,43,36,79,"₹80,000"
C+,Male,English,10-C,Final,1467,Valerie,Heath,kevinlopez@hill.biz,16,75%,46,38,84,"₹60,000"
B+,Male,English,10-C,Final,1468,Bobby,Wheeler,crossdaniel@reid.net,14,95%,37,36,73,"₹80,000"
B,Female,History,10-A,Final,1469,Ruth,Graham,adudley@walker.com,17,90%,22,37,59,"₹60,000"
C,Female,Science,10-C,Midterm,1470,Austin,Ellis,jessicaclark@hotmail.com,14,85%,43,30,73,"₹50,000"
A-,Male,English,10-C,Midterm,1471,Thomas,Barber,pamelamiranda@wallace.com,18,82%,45,26,71,"₹60,000"
B,Female,History,10-C,Midterm,1472,Angela,Bailey,ithomas@yahoo.com,17,76%,25,32,57,"₹80,000"
A,Male,History,10-B,Final,1473,Anna,Smith,wiserita@hinton-williams.com,18,99%,38,27,65,"₹40,000"
C,Male,Geography,10-B,Final,1474,Robert,Valenzuela,miranda30@smith.com,18,97%,36,38,74,"₹50,000"
B+,Male,History,10-B,Final,1475,Dale,Harrell,floresgeorge@hotmail.com,16,80%,22,50,72,"₹30,000"
B+,Female,Science,10-B,Midterm,1476,Kristi,Conner,jessicaolson@hotmail.com,16,77%,48,25,73,"₹20,000"
A,Male,Math,10-B,Midterm,1477,Mitchell,Williams,smithgabriella@dawson.com,13,90%,34,24,58,"₹80,000"
B,Male,Math,10-B,Final,1478,Miranda,Hill,walkerduane@bowman.com,15,99%,43,48,91,"₹70,000"
C,Female,English,10-B,Midterm,1479,Corey,Hebert,matthewjohnson@smith.com,18,86%,24,28,52,"₹30,000"
A-,Female,History,10-B,Midterm,1480,Ryan,Johnson,wmccoy@hotmail.com,13,81%,33,23,56,"₹80,000"
A-,Male,Geography,10-A,Midterm,1481,Natalie,Kennedy,kcohen@gmail.com,16,99%,21,44,65,"₹30,000"
B,Male,Science,10-C,Midterm,1482,Leslie,Sullivan,cbailey@vasquez.com,13,77%,34,27,61,"₹60,000"
C,Male,Science,10-A,Final,1483,James,Odonnell,john26@gmail.com,15,97%,48,25,73,"₹40,000"
B+,Male,Math,10-A,Midterm,1484,Amber,Norris,corey12@rodriguez-stokes.com,13,97%,25,22,47,"₹80,000"
B,Male,English,10-A,Final,1485,Cristian,Cox,martinmichael@gonzalez.biz,16,77%,45,35,80,"₹70,000"
B,Female,Math,10-A,Midterm,1486,Nathan,Ross,gregorygardner@yahoo.com,15,96%,33,48,81,"₹30,000"
C,Male,History,10-B,Final,1487,Jacob,Bell,johnshaffer@yahoo.com,13,78%,28,47,75,"₹80,000"
A-,Female,Math,10-A,Final,1488,Ricky,Sherman,shaneharris@hotmail.com,14,94%,27,21,48,"₹60,000"
A-,Female,History,10-B,Final,1489,Angela,Contreras,jenniferyoung@yahoo.com,14,94%,41,29,70,"₹20,000"
C+,Female,History,10-A,Final,1490,Chase,Smith,igonzales@yahoo.com,14,100%,48,38,86,"₹30,000"
B+,Female,English,10-B,Final,1491,Andrew,Ward,michaelmccullough@walsh.com,14,98%,21,21,42,"₹40,000"
B+,Female,Geography,10-B,Midterm,1492,Kurt,Pugh,tiffanyparker@hall.com,16,94%,45,40,85,"₹50,000"
C+,Male,English,10-A,Midterm,1493,Brian,Love,christopherwallace@yahoo.com,18,90%,31,33,64,"₹30,000"
C+,Male,Geography,10-C,Final,1494,Timothy,Santos,marissacarter@vaughan-smith.com,16,97%,42,22,64,"₹80,000"
B+,Female,English,10-B,Midterm,1495,Gary,Hayes,kevinkent@hotmail.com,16,78%,33,23,56,"₹30,000"
A-,Male,Science,10-A,Final,1496,Rebecca,Melton,robertevans@lewis.net,14,76%,40,22,62,"₹50,000"
C+,Male,History,10-B,Final,1497,Todd,Hess,spencerbrent@gutierrez-pena.info,13,89%,27,23,50,"₹80,000"
C+,Male,English,10-C,Midterm,1498,Catherine,Rodriguez,jessicahuffman@price.net,13,100%,40,29,69,"₹50,000"
B+,Female,Geography,10-C,Midterm,1499,Michelle,Anderson,khopkins@moreno.com,16,76%,28,23,51,"₹70,000"
C,Female,Math,10-A,Midterm,1500,Michael,Fisher,hubbardrichard@anderson.biz,18,78%,44,42,86,"₹50,000"
C,Male,Science,10-C,Midterm,1501,Christopher,Guzman,kevin56@alvarez.biz,17,85%,44,24,68,"₹80,000"
C+,Male,Math,10-C,Midterm,1502,Michael,Mcdonald,umolina@baker-ramirez.org,15,90%,49,50,99,"₹20,000"
B,Male,English,10-A,Midterm,1503,James,Jenkins,mprice@anderson.info,16,90%,26,45,71,"₹70,000"
C+,Female,Geography,10-C,Midterm,1504,Scott,Ortiz,phillipschristina@davis.com,17,100%,41,25,66,"₹60,000"
C,Female,Science,10-A,Final,1505,Stephen,Jenkins,nancy03@hotmail.com,13,87%,46,34,80,"₹80,000"
A,Male,Science,10-C,Midterm,1506,Anna,Moses,bradnguyen@yahoo.com,18,89%,45,45,90,"₹20,000"
A,Male,History,10-B,Midterm,1507,Robin,Clayton,jonescindy@gmail.com,16,87%,49,25,74,"₹30,000"
C+,Male,Geography,10-B,Final,1508,Gabriel,Williams,alancoleman@gonzalez-huffman.info,16,85%,33,26,59,"₹40,000"
A-,Female,History,10-C,Final,1509,Paul,Nelson,robertcarey@rodriguez-weaver.biz,16,97%,22,22,44,"₹80,000"
C,Male,English,10-C,Midterm,1510,Tom,Thomas,peckmichael@mitchell-webb.com,16,90%,47,25,72,"₹70,000"
B+,Female,Science,10-C,Midterm,1511,Jennifer,Huber,jeffrey65@bailey.biz,17,85%,29,31,60,"₹60,000"
B,Male,English,10-B,Final,1512,Autumn,Spears,amycopeland@yahoo.com,18,95%,22,44,66,"₹70,000"
B,Male,English,10-A,Final,1513,Tina,White,omcdaniel@hernandez.com,17,78%,20,32,52,"₹20,000"
B,Female,Geography,10-A,Midterm,1514,Tammy,Sanchez,hallalison@gmail.com,14,79%,50,29,79,"₹40,000"
C,Female,Science,10-A,Final,1515,Nancy,Walters,jessicabarnes@gmail.com,15,86%,46,31,77,"₹40,000"
B,Female,Science,10-A,Final,1516,Sarah,Foster,christopher37@finley.com,15,96%,49,35,84,"₹30,000"
C+,Male,Geography,10-B,Final,1517,Christopher,Ellis,wjones@yahoo.com,17,94%,31,40,71,"₹30,000"
A-,Male,Science,10-A,Final,1518,Mary,Wells,kenneth08@montgomery.com,15,77%,30,43,73,"₹60,000"
A-,Male,English,10-B,Final,1519,Zachary,Cortez,anthonyrichardson@yahoo.com,17,94%,31,49,80,"₹80,000"
B,Male,Science,10-B,Midterm,1520,Ryan,Johnson,patrickwilliams@smith.org,14,96%,32,26,58,"₹70,000"
A,Male,English,10-B,Final,1521,Victor,Jensen,markhayes@hotmail.com,14,78%,39,47,86,"₹70,000"
A,Female,History,10-A,Midterm,1522,Lori,Marshall,mlucero@gmail.com,13,84%,22,49,71,"₹20,000"
A-,Female,Geography,10-B,Midterm,1523,William,Thompson,sosamark@cruz-west.com,15,89%,26,23,49,"₹60,000"
A-,Female,Geography,10-B,Midterm,1524,Susan,Robles,crystal13@hotmail.com,15,97%,42,32,74,"₹40,000"
B+,Male,English,10-B,Final,1525,Brittany,Allen,carpenteremily@gmail.com,18,96%,28,37,65,"₹40,000"
C,Female,Geography,10-C,Final,1526,Christina,Kirk,dlowe@hale.com,14,98%,42,27,69,"₹30,000"
C+,Male,Math,10-C,Final,1527,Jerry,Sweeney,pcollins@gmail.com,13,96%,44,20,64,"₹50,000"
C+,Female,Math,10-A,Midterm,1528,Wesley,Miller,kathleenlambert@hotmail.com,17,97%,27,26,53,"₹50,000"
A,Female,History,10-C,Midterm,1529,Vanessa,Rodriguez,kempdanielle@gmail.com,17,88%,47,36,83,"₹50,000"
A,Male,Science,10-B,Final,1530,Michael,Hodges,sflores@evans.com,16,95%,30,29,59,"₹60,000"
C,Male,Geography,10-C,Midterm,1531,Anthony,Smith,denniscosta@miller.biz,14,95%,46,36,82,"₹80,000"
C,Female,Science,10-A,Midterm,1532,Andrew,Martin,wschultz@gmail.com,16,97%,48,27,75,"₹60,000"
A-,Male,Science,10-B,Midterm,1533,Carmen,White,adiaz@hotmail.com,16,100%,29,38,67,"₹50,000"
C+,Male,History,10-C,Midterm,1534,Randall,Hickman,vhughes@johnson.com,17,96%,20,38,58,"₹30,000"
A-,Female,Science,10-B,Midterm,1535,Michael,Roberts,rjones@williams.com,16,87%,41,21,62,"₹60,000"
A,Male,English,10-B,Final,1536,Brian,Carpenter,thomasbrian@gmail.com,18,92%,38,20,58,"₹20,000"
C+,Female,Geography,10-C,Final,1537,Stephanie,Marshall,solisdavid@jones-watkins.com,14,87%,28,24,52,"₹30,000"
C,Male,History,10-A,Final,1538,Troy,Dean,sgreene@yahoo.com,16,77%,47,50,97,"₹30,000"
B,Female,History,10-A,Midterm,1539,Andrew,Burns,brooke26@yahoo.com,16,97%,33,35,68,"₹70,000"
C,Male,History,10-B,Midterm,1540,Alan,Green,angelawoods@gmail.com,16,77%,25,24,49,"₹60,000"
C,Female,History,10-A,Midterm,1541,Anne,Dunn,jeffreywhite@yahoo.com,14,83%,20,36,56,"₹70,000"
A,Male,Math,10-C,Midterm,1542,Jonathan,Miller,jessica46@gmail.com,18,93%,38,38,76,"₹40,000"
B,Female,Science,10-C,Final,1543,Andrea,Tran,lozanobrian@yahoo.com,13,90%,50,31,81,"₹70,000"
B+,Female,Math,10-C,Final,1544,Aaron,Ortiz,leeselena@williams-cole.com,18,98%,22,26,48,"₹50,000"
A,Male,English,10-A,Midterm,1545,Kristin,Bryant,wsmith@bennett.net,14,78%,35,50,85,"₹40,000"
A-,Male,Science,10-B,Final,1546,Sandra,Mason,richard94@vance.com,15,81%,46,20,66,"₹50,000"
C,Male,Math,10-B,Midterm,1547,Jessica,Pearson,carlbaker@hotmail.com,14,79%,20,50,70,"₹50,000"
B,Female,Math,10-C,Final,1548,Brandon,Johnson,herreraroger@bailey-odonnell.org,14,82%,21,36,57,"₹40,000"
B+,Female,Geography,10-B,Final,1549,Victor,Spencer,misty94@johnson.com,18,91%,31,21,52,"₹70,000"
A-,Female,Math,10-B,Final,1550,Christopher,Reyes,ntorres@taylor-crawford.com,15,86%,36,28,64,"₹40,000"
B+,Female,Math,10-A,Final,1551,Shelby,Ellis,lopezgeorge@poole.net,18,93%,35,43,78,"₹40,000"
A,Female,Geography,10-C,Final,1552,James,Wright,bryanmartin@ferrell.info,17,82%,25,38,63,"₹30,000"
A-,Male,English,10-B,Final,1553,Dana,English,ndean@hotmail.com,16,78%,24,34,58,"₹50,000"
A,Female,History,10-C,Final,1554,Stephanie,Banks,tonyamurray@yahoo.com,17,89%,37,48,85,"₹60,000"
C,Female,Science,10-B,Midterm,1555,Scott,Walter,lauraroberts@hotmail.com,18,100%,39,27,66,"₹80,000"
A,Female,Science,10-A,Midterm,1556,Jeremy,Thomas,andrew72@edwards.com,13,89%,22,50,72,"₹70,000"
B,Male,Math,10-C,Midterm,1557,Jerry,Williams,bellcaitlin@gmail.com,17,81%,42,46,88,"₹40,000"
C,Male,Geography,10-C,Final,1558,Lisa,Vasquez,dcrawford@gmail.com,13,94%,30,24,54,"₹20,000"
A,Female,Geography,10-A,Midterm,1559,Evan,Briggs,bcarter@yahoo.com,15,82%,26,26,52,"₹70,000"
C+,Male,Math,10-B,Final,1560,Sara,Barton,mcmahonjoshua@yahoo.com,16,85%,29,23,52,"₹30,000"
C+,Male,Math,10-C,Final,1561,Tonya,Parker,cody04@turner.com,18,90%,39,46,85,"₹30,000"
A,Male,English,10-C,Final,1562,Carol,Dorsey,schmittselena@yahoo.com,16,90%,41,34,75,"₹40,000"
A,Female,English,10-C,Midterm,1563,Robert,Yates,williamsjames@smith-mitchell.net,13,81%,47,41,88,"₹80,000"
C,Female,English,10-B,Midterm,1564,David,Bell,tammysanford@hotmail.com,17,89%,32,49,81,"₹80,000"
C,Female,English,10-C,Final,1565,Dustin,Johnson,susan78@yahoo.com,16,93%,44,42,86,"₹80,000"
A-,Male,Math,10-B,Midterm,1566,Caitlin,Webb,melissa08@gmail.com,16,99%,39,23,62,"₹60,000"
B,Female,Math,10-C,Final,1567,David,Glass,wsmith@gmail.com,16,98%,37,39,76,"₹30,000"
A-,Male,Geography,10-C,Midterm,1568,Mary,Curtis,emilyhill@hotmail.com,13,92%,26,34,60,"₹60,000"
A,Male,Science,10-C,Final,1569,Jeffrey,Schroeder,richardssamantha@gmail.com,14,86%,47,33,80,"₹70,000"
B,Female,Geography,10-B,Final,1570,Megan,Ford,melissapeterson@smith.com,16,85%,26,42,68,"₹20,000"
B,Female,Science,10-B,Final,1571,Anthony,Lee,colemanlogan@yahoo.com,13,80%,40,25,65,"₹50,000"
A-,Female,Math,10-A,Midterm,1572,Mariah,Carpenter,jessicasmith@thomas.com,18,92%,48,41,89,"₹50,000"
A-,Male,History,10-C,Midterm,1573,Hunter,Jensen,sryan@franklin.biz,17,93%,35,37,72,"₹60,000"
A-,Male,English,10-C,Midterm,1574,Alisha,Brown,mirandaanderson@yahoo.com,13,97%,23,27,50,"₹40,000"
C,Male,English,10-A,Midterm,1575,Angela,Boyle,eugene04@gmail.com,16,77%,24,33,57,"₹20,000"
A,Male,Geography,10-B,Midterm,1576,Eric,Wilson,robertrodriguez@gmail.com,15,83%,44,34,78,"₹50,000"
B+,Female,History,10-A,Final,1577,Bernard,Singleton,steven03@gmail.com,18,99%,23,38,61,"₹30,000"
C,Male,Science,10-C,Midterm,1578,Timothy,Moreno,bburgess@gmail.com,15,95%,49,24,73,"₹20,000"
A-,Female,History,10-A,Final,1579,Robin,Sanchez,brandon99@wright.com,16,94%,49,43,92,"₹40,000"
A,Male,Science,10-A,Midterm,1580,Stephanie,Edwards,nrice@yahoo.com,14,82%,24,28,52,"₹60,000"
C,Female,English,10-C,Final,1581,Kevin,Gonzalez,mary13@maldonado.biz,13,92%,39,25,64,"₹60,000"
A,Male,Science,10-C,Midterm,1582,Calvin,Herrera,adam10@yahoo.com,15,80%,41,30,71,"₹70,000"
C+,Male,Science,10-A,Midterm,1583,Destiny,Martinez,preynolds@hotmail.com,15,81%,27,49,76,"₹70,000"
C,Female,Geography,10-A,Final,1584,Sara,Butler,slopez@jackson-clark.info,16,98%,45,30,75,"₹30,000"
B+,Female,Geography,10-C,Midterm,1585,Sonya,Long,brendawhite@roberts.net,18,89%,50,25,75,"₹30,000"
B,Male,History,10-A,Final,1586,Stephen,Wilson,cainnatalie@black-haas.org,16,80%,25,20,45,"₹20,000"
A-,Female,Geography,10-B,Final,1587,Jo,Jackson,velezrichard@hotmail.com,17,85%,46,38,84,"₹20,000"
B,Female,Math,10-C,Midterm,1588,Jacob,Sullivan,farmerwilliam@gmail.com,15,82%,37,26,63,"₹30,000"
C+,Male,Math,10-B,Final,1589,David,Griffith,kenneth77@holland.com,15,76%,39,41,80,"₹60,000"
C+,Male,Math,10-B,Final,1590,Michelle,Wells,gowens@yahoo.com,14,92%,44,27,71,"₹30,000"
A,Male,History,10-B,Midterm,1591,Cheryl,Garcia,brian79@guzman.net,13,87%,33,22,55,"₹20,000"
B+,Female,Geography,10-C,Final,1592,Tim,Fowler,cbowman@schultz.com,17,92%,50,42,92,"₹50,000"
B,Male,History,10-C,Midterm,1593,Timothy,Gonzalez,whitakerearl@norton.com,17,88%,47,21,68,"₹40,000"
A,Female,Geography,10-A,Final,1594,Amy,Price,nmckinney@weiss.com,14,79%,31,35,66,"₹70,000"
B,Female,Science,10-A,Midterm,1595,Marc,Allen,jmartinez@gmail.com,14,98%,34,34,68,"₹60,000"
B+,Male,Math,10-B,Midterm,1596,Jose,Green,ghayes@gmail.com,18,75%,25,36,61,"₹50,000"
B+,Male,Science,10-A,Final,1597,Monica,Clarke,georgemarquez@best.com,16,96%,28,46,74,"₹30,000"
A-,Female,History,10-B,Midterm,1598,Lisa,Clark,donald96@yahoo.com,15,76%,47,30,77,"₹80,000"
A-,Female,Science,10-A,Final,1599,Jared,Jones,echang@vasquez.com,18,76%,23,42,65,"₹20,000"
A-,Male,History,10-B,Final,1600,William,Preston,pchavez@hotmail.com,18,85%,37,38,75,"₹80,000"
A,Male,Science,10-A,Midterm,1601,Amanda,Savage,millerjason@ellis.com,18,94%,29,31,60,"₹40,000"
A-,Female,Science,10-B,Midterm,1602,Cesar,Bartlett,michelle30@hotmail.com,15,78%,26,43,69,"₹60,000"
C+,Male,Math,10-A,Final,1603,Mark,Martin,ginamedina@steele.com,15,92%,47,49,96,"₹30,000"
B+,Male,Geography,10-C,Midterm,1604,Jeffrey,James,torreskimberly@daugherty.com,13,96%,33,50,83,"₹70,000"
A,Male,English,10-A,Midterm,1605,Rebecca,Green,bradley09@boone-mcclain.com,13,96%,28,42,70,"₹80,000"
A-,Female,English,10-B,Midterm,1606,Timothy,Mcclure,michaellopez@hotmail.com,15,91%,26,46,72,"₹80,000"
C+,Male,Math,10-C,Final,1607,David,Conner,iallen@franco.com,14,76%,47,29,76,"₹30,000"
C+,Male,English,10-A,Final,1608,Kathy,Conrad,mosskara@yahoo.com,18,87%,50,41,91,"₹70,000"
A,Male,Geography,10-C,Final,1609,Douglas,West,hbrown@hotmail.com,14,91%,42,23,65,"₹20,000"
B+,Male,Math,10-C,Midterm,1610,Nicholas,Thornton,ian32@henry-fry.net,16,97%,24,43,67,"₹60,000"
A-,Female,English,10-B,Final,1611,Jacqueline,Baker,margaretwillis@bailey.biz,18,93%,42,28,70,"₹20,000"
B+,Male,English,10-C,Midterm,1612,Michele,Burke,igolden@howard-harris.biz,18,80%,49,33,82,"₹70,000"
C,Female,History,10-C,Midterm,1613,James,Fields,vwalker@yahoo.com,17,83%,34,25,59,"₹20,000"
A,Female,Science,10-A,Midterm,1614,Ryan,Knight,rreese@yahoo.com,13,96%,50,50,100,"₹40,000"
C,Female,Science,10-B,Final,1615,Andrea,Crawford,daleraymond@yahoo.com,15,76%,43,46,89,"₹60,000"
C,Male,Geography,10-B,Final,1616,Mark,Davis,nmassey@hotmail.com,16,75%,47,47,94,"₹50,000"
C,Male,Geography,10-C,Final,1617,Antonio,Walters,jonesmark@hull-gomez.com,16,96%,28,45,73,"₹50,000"
C,Female,Math,10-A,Midterm,1618,Sabrina,Ward,carly38@yahoo.com,13,89%,25,35,60,"₹80,000"
C,Male,Geography,10-A,Midterm,1619,Stephanie,Harris,acraig@lynch.com,16,100%,32,22,54,"₹30,000"
B+,Female,History,10-A,Final,1620,Jeffrey,Alexander,austinhall@harrell-robinson.com,18,100%,30,48,78,"₹60,000"
C+,Female,Geography,10-C,Final,1621,Jennifer,Elliott,sergio01@marshall.com,17,75%,42,21,63,"₹20,000"
A,Female,History,10-A,Final,1622,Stephanie,Frank,cody26@watson-flores.biz,15,80%,40,20,60,"₹80,000"
C+,Male,Geography,10-B,Final,1623,Melissa,Chapman,zgarcia@valdez-ramirez.com,15,83%,39,21,60,"₹50,000"
A,Male,Science,10-B,Final,1624,Mariah,Johnson,heather64@russell.org,15,92%,30,40,70,"₹70,000"
B,Female,Math,10-B,Midterm,1625,Johnny,Vega,jeffreyharris@yahoo.com,14,76%,42,22,64,"₹80,000"
A-,Female,History,10-C,Midterm,1626,Sean,Burns,vhuerta@brown-hoover.info,18,91%,34,34,68,"₹60,000"
B+,Male,Geography,10-A,Final,1627,Misty,Fletcher,shaunsullivan@yahoo.com,13,90%,22,45,67,"₹20,000"
C,Male,Geography,10-B,Midterm,1628,Joyce,Smith,sara22@gmail.com,13,89%,23,37,60,"₹60,000"
C,Female,Science,10-C,Midterm,1629,Jill,Mcknight,rebekah60@gmail.com,18,98%,48,40,88,"₹20,000"
C,Male,English,10-B,Final,1630,Jonathan,Ford,parkstina@gmail.com,17,95%,24,39,63,"₹80,000"
B,Male,English,10-B,Final,1631,Tracey,Rivera,zharris@hotmail.com,14,88%,25,27,52,"₹50,000"
A-,Female,Science,10-B,Final,1632,Karen,Johnson,lsingleton@perry-gordon.com,16,100%,39,25,64,"₹60,000"
B,Female,English,10-A,Final,1633,Amanda,Day,ericcohen@yahoo.com,13,98%,32,45,77,"₹30,000"
A,Male,Math,10-A,Midterm,1634,Todd,Smith,johncampbell@torres.com,15,76%,26,33,59,"₹40,000"
C,Female,Science,10-C,Midterm,1635,Carol,Navarro,leonardkristen@yahoo.com,13,81%,25,46,71,"₹80,000"
B+,Male,Math,10-C,Midterm,1636,Joshua,Murphy,wroy@gmail.com,14,81%,25,49,74,"₹30,000"
B,Male,Geography,10-C,Midterm,1637,Brian,Hoover,cwilson@shah-harrell.com,18,86%,48,32,80,"₹20,000"
A-,Male,History,10-A,Midterm,1638,Suzanne,Hebert,irodriguez@yahoo.com,15,77%,30,40,70,"₹60,000"
C,Female,Geography,10-A,Final,1639,Shannon,Gonzales,nicholsonjoshua@massey-foster.com,17,84%,49,40,89,"₹80,000"
A-,Male,Geography,10-A,Final,1640,Kevin,Gardner,khernandez@elliott.com,16,84%,31,43,74,"₹40,000"
B,Female,Math,10-A,Final,1641,Gloria,Ayala,dbarton@hotmail.com,14,75%,36,24,60,"₹50,000"
B+,Male,History,10-A,Midterm,1642,Timothy,Merritt,michellemiller@gmail.com,15,92%,35,21,56,"₹40,000"
B+,Male,History,10-C,Final,1643,Teresa,Morris,scarter@hotmail.com,17,81%,44,33,77,"₹30,000"
B,Female,History,10-C,Midterm,1644,Jerry,Rose,zacharyhorne@barnes.com,16,89%,32,20,52,"₹30,000"
B+,Male,Geography,10-A,Midterm,1645,Zachary,Calhoun,bonnie31@sanchez-williams.com,18,97%,21,31,52,"₹30,000"
A,Male,Geography,10-A,Midterm,1646,Allison,Greene,ecordova@gonzalez.com,15,80%,44,25,69,"₹30,000"
C,Male,Science,10-C,Midterm,1647,Stacy,Black,julie32@hotmail.com,17,89%,50,30,80,"₹30,000"
A-,Female,Geography,10-C,Midterm,1648,Christopher,Johnson,carterkayla@gmail.com,18,83%,20,46,66,"₹60,000"
A,Female,Science,10-B,Final,1649,Rebecca,Mckay,evanduncan@medina-guerra.net,14,83%,40,22,62,"₹80,000"
A,Male,Science,10-B,Midterm,1650,Tracy,Mann,rwalker@hotmail.com,14,78%,44,28,72,"₹70,000"
B+,Female,Science,10-C,Final,1651,Cynthia,Williams,fandrade@hansen-brady.info,15,79%,24,48,72,"₹30,000"
C+,Male,Science,10-A,Final,1652,Cindy,Krueger,william14@taylor.net,18,88%,23,27,50,"₹50,000"
C+,Female,Science,10-C,Midterm,1653,Phillip,Williams,coxdonald@washington-gordon.com,14,96%,31,38,69,"₹80,000"
A,Male,Geography,10-C,Final,1654,William,Miller,adkinstracy@hill.com,17,85%,28,50,78,"₹70,000"
C+,Female,Geography,10-B,Midterm,1655,James,Newman,sswanson@long-flores.com,17,98%,46,37,83,"₹80,000"
C,Male,English,10-C,Midterm,1656,Jose,Mccann,yharris@pierce.com,16,84%,24,40,64,"₹80,000"
C+,Male,English,10-C,Final,1657,Scott,Wallace,stephen83@rhodes-austin.net,14,81%,37,22,59,"₹80,000"
C,Female,Math,10-A,Final,1658,Julia,Brown,travis46@andrews-gonzalez.info,13,99%,21,50,71,"₹50,000"
B+,Female,English,10-B,Final,1659,Megan,Simmons,hhickman@lewis.com,16,79%,43,39,82,"₹20,000"
C,Male,English,10-C,Midterm,1660,Teresa,Kelley,joshua67@moreno.org,18,94%,33,31,64,"₹60,000"
B,Female,Geography,10-A,Final,1661,Lauren,Johnson,elizabetherickson@blankenship-davis.com,16,88%,31,45,76,"₹80,000"
B,Male,Science,10-A,Midterm,1662,Sharon,Yates,john14@gmail.com,13,84%,36,22,58,"₹70,000"
C,Male,History,10-C,Midterm,1663,Phyllis,Leonard,matthewgonzalez@gmail.com,17,86%,27,40,67,"₹80,000"
A-,Male,English,10-B,Final,1664,Patrick,Ruiz,bwilliams@mitchell.com,13,99%,45,47,92,"₹70,000"
B,Male,Geography,10-B,Final,1665,Phillip,Jackson,henryjohn@mitchell.com,13,86%,23,39,62,"₹50,000"
B,Male,English,10-B,Final,1666,Michael,Skinner,crichards@smith-rose.org,17,100%,47,44,91,"₹40,000"
B,Female,Geography,10-B,Midterm,1667,April,Greer,joseph57@alexander.biz,16,91%,35,38,73,"₹80,000"
C+,Male,Geography,10-B,Midterm,1668,Erin,Blevins,smithtyler@yahoo.com,17,96%,43,32,75,"₹80,000"
C,Male,English,10-B,Final,1669,Elizabeth,Vazquez,jonathan23@james-jones.biz,13,85%,35,47,82,"₹20,000"
C+,Male,Science,10-B,Final,1670,Justin,Choi,amanda92@yahoo.com,14,91%,34,47,81,"₹50,000"
B,Male,Math,10-A,Midterm,1671,Rachel,Patterson,georgebrown@gmail.com,16,89%,21,50,71,"₹70,000"
A,Female,Math,10-A,Midterm,1672,Sheila,Bennett,fbryan@villarreal-rivera.com,16,96%,32,34,66,"₹60,000"
B+,Male,Science,10-C,Final,1673,Jose,Williamson,waltonkerry@bray-ingram.com,15,91%,44,31,75,"₹30,000"
B,Male,Geography,10-B,Midterm,1674,Cynthia,Phelps,hannahlloyd@hayes-ruiz.org,18,75%,39,46,85,"₹30,000"
C,Female,Math,10-B,Final,1675,Gabriel,Williamson,martindonna@yahoo.com,16,90%,22,40,62,"₹70,000"
A-,Female,Science,10-A,Midterm,1676,Janet,Blackwell,gruiz@le.com,15,81%,27,30,57,"₹20,000"
B,Male,Math,10-B,Midterm,1677,Michael,Wilson,ygonzalez@wright.com,16,96%,34,27,61,"₹20,000"
A-,Male,Science,10-A,Midterm,1678,Lauren,Russell,guzmanjoshua@haynes.info,17,92%,32,39,71,"₹80,000"
C,Female,English,10-A,Final,1679,Christopher,Anderson,zachary07@davis-cruz.com,17,100%,46,49,95,"₹40,000"
B,Female,Geography,10-B,Midterm,1680,Rhonda,Nelson,riversvictoria@lee-kaufman.com,18,79%,24,21,45,"₹20,000"
A-,Female,History,10-B,Midterm,1681,Jennifer,Petersen,qcole@raymond.com,18,77%,45,35,80,"₹20,000"
A,Female,English,10-B,Final,1682,Andres,Davis,jessicalawrence@gmail.com,13,91%,32,20,52,"₹70,000"
A,Female,English,10-A,Midterm,1683,Larry,Nelson,sanchezthomas@hotmail.com,15,91%,34,37,71,"₹80,000"
B+,Female,Geography,10-A,Midterm,1684,Joseph,Miller,dianaandrews@phillips.com,15,96%,45,45,90,"₹30,000"
A,Male,Geography,10-B,Midterm,1685,Douglas,Alexander,madison84@gmail.com,16,81%,35,32,67,"₹80,000"
A,Male,Geography,10-B,Final,1686,Carolyn,Clark,lgilmore@hotmail.com,16,88%,40,46,86,"₹20,000"
A-,Female,English,10-B,Final,1687,Daisy,Hart,parkbridget@gmail.com,16,76%,40,29,69,"₹30,000"
A-,Male,Science,10-A,Midterm,1688,Alec,Berry,amymyers@hotmail.com,13,91%,25,46,71,"₹70,000"
C+,Male,English,10-B,Final,1689,Lynn,Reyes,steven98@yahoo.com,13,87%,40,49,89,"₹50,000"
B+,Male,English,10-C,Midterm,1690,Michael,Sparks,susanromero@yahoo.com,13,85%,45,28,73,"₹20,000"
C,Female,English,10-C,Midterm,1691,Ernest,Cross,emilyhernandez@hammond.biz,15,84%,48,37,85,"₹40,000"
